N°,Data,ID,Postagem,Emojis da Postagem,PRU/Não-PRU,Tipo,Analise de Sentimento,Artefato
1375,Mon Apr 29 10:39:38 +0000 2019,1122812680509763585,"{User} {User} Grêmio perde pro Santos no Twitter,Facebook, Instagram, no estádio, vocês querem falar de torcida ainda ? 🤨",🤨(1),Não-PRU,,,Twitter for iPhone
1376,Mon Apr 29 04:02:31 +0000 2019,1122712741997940737,"Fui ali tomar uma água, voltei e tá uma guerra no Twitter, Facebook e até Instagram por causa de GOT 👀 gente.... rindo de nervoso",👀(1),Não-PRU,,,Twitter for iPhone
1377,Sun Apr 28 23:34:34 +0000 2019,1122645312340934657,Aqui na chácara tem gente que só vai ver o Twitter/Facebook/instragram/Whatsapp só  amanhã 😂😂Choveu acabo o wifi,😂(2),Não-PRU,,,Twitter for Android
1378,Sun Apr 28 23:21:07 +0000 2019,1122641924937146368,"{User} Já elogiei demais o trabalho da Pirajuçara aqui no twitter 😄, mas quero deixar uma sugestão, acho que… {URL}",😄(1),Não-PRU,,,Twitter for Android
1379,Sun Apr 28 19:57:33 +0000 2019,1122590696886685696,*_LevaLeva*🎭__Já está disponível a batalha:_ _*FILLI DEI VS BOX CRIMINAL🎭*_*_SoundCloud:*_… {URL},🎭(2),Não-PRU,,,Twitter for iPhone
1380,Sun Apr 28 16:59:27 +0000 2019,1122545874901581824,Hoje eu tô assim :: twitter FacebookInstagramWhatsApp ... E começa tudo dnovo 💤😴,💤(1)😴(1),Não-PRU,,,Twitter for Android
1381,Sun Apr 28 16:52:25 +0000 2019,1122544105907728386,"{User} Eu disse q ia sumir no whats, não disse nada do twitter, facebook e instagram ❤😍🙏",❤(1)😍(1)🙏(1),Não-PRU,,,Twitter for Android
1382,Tue May 07 21:26:52 +0000 2019,1125874663693877248,{User} E depois vem se ao Twitter ver se é mal geral né menino João?😂🤷‍♀️,😂(1)🤷(1)♀(1),Não-PRU,,,Twitter for iPhone
1383,Tue May 07 19:52:41 +0000 2019,1125850964253130757,{User} Pra quê bro? Para ser daquelas que vêm para o Twitter dizer merdas sem sentido? Mais vale não ligar a futebol 😂,😂(1),Não-PRU,,,Twitter for Android
1384,Tue May 07 19:06:47 +0000 2019,1125839410736586753,"Eu não consigo mais usar o Twitter, ficar vendo as fotos dos amigos tá tão legal 😵",😵(1),Não-PRU,,,Twitter for Android
1385,Tue May 07 04:21:19 +0000 2019,1125616576227680256,gratidão pelo twitter ter essa ferramenta 🙏,🙏(1),PRU,Elogio,Positiva,Twitter for Android
1386,Tue May 07 03:13:45 +0000 2019,1125599574519963648,Eu sou aquela pessoa que quando entra no Twitter ver as mensagens dos amigos que já faz mais de 3 meses! 🤦🏽‍♀️,🤦(1)♀(1),Não-PRU,,,Twitter for iPhone
1387,Tue May 07 02:35:07 +0000 2019,1125589848826445824,Meu sonho é um dia acordar e o twitter ter inventado um botão 🔘 Editar 😊#TercaLigaDaJustiçaSDV #TercaDetremuraSDV,🔘(1)😊(1),PRU,Sugestão,Neutra,Twitter for Android
1388,Mon May 06 21:49:13 +0000 2019,1125517900750688256,{User} Ricardo não queres que te digam spoilers e vens para o Twitter dizer 😡,😡(1),Não-PRU,,,Twitter for iPhone
1389,Mon May 06 21:37:42 +0000 2019,1125515003422023680,"{User} Engraçado, sinto o mesmo por vc e nem por isto fui no twitter fazer media. 🤔",🤔(1),Não-PRU,,,Twitter for iPhone
1390,Mon May 06 07:37:28 +0000 2019,1125303551712952321,Vim só ao Twitter dizer que hoje não venho ao Twitter 🙃 Não vou ver mais spoilers até acabar esta série ...,🙃(1),Não-PRU,,,Twitter for iPhone
1391,Sun May 05 15:39:12 +0000 2019,1125062397293748225,vindo para esse twitter dizer q amo tanto minha namorada q da vontade de explodir 😭,😭(1),Não-PRU,,,Twitter for Android
1392,Sun May 05 15:26:51 +0000 2019,1125059286655275008,Já está na hora do Twitter colocar a função editar 🙄,🙄(1),PRU,"Crítica, Sugestão",Negativa,Twitter for iPhone
1393,Sat May 04 17:48:43 +0000 2019,1124732604056518656,{User} Quando as pessoas têm mau gosto não há melhor remédio do q virem pro twitter tentar ganhar atenção 😒❤,😒(1)❤(1),Não-PRU,,,Twitter for Android
1394,Sat May 04 03:55:59 +0000 2019,1124523037540397057,Só o ódio pelo twitter ter bloqueado minha outra conta 😭,😭(1),PRU,Crítica,Negativa,Twitter for Android
1395,Fri May 03 15:33:02 +0000 2019,1124336067627319299,Queria poder em vez de dar ❤️ no twitter dar 🤮,❤(1)🤮(1),PRU,Sugestão,Neutra,Twitter for iPhone
1396,Fri May 03 13:52:46 +0000 2019,1124310836900782083,🐺pro twitter ficar perfeito só deveria dar pra fazer live kkkkk,🐺(1),PRU,Sugestão,Neutra,Twitter Web App
1397,Fri May 03 12:00:08 +0000 2019,1124282489902698497,OiVenho através deste twitter dizer pra você não perder a preciosidade que é a intimidade com Cristo ♥️,♥(1),Não-PRU,,,Twitter for Android
1398,Fri May 03 03:45:25 +0000 2019,1124157991371116544,"Não tem coisa melhor, você abrir o Twitter, ver alguém mencionado seu nome ❤️❤️❤️",❤(3),Não-PRU,,,Twitter for iPhone
1399,Fri May 03 03:31:02 +0000 2019,1124154370591985664,{User} So assim pro twitter ter atenção 😂😂😂,😂(3),Não-PRU,,,Twitter for Android
1400,Fri May 03 02:23:27 +0000 2019,1124137363960209409,Nossa super desnecessário o Twitter ter me recomendado seguir aql TT dele.. vi umas fotinha q até desanimou 🙄,🙄(1),Não-PRU,,,Twitter Web App
1401,Fri May 03 01:16:32 +0000 2019,1124120521304616961,Vou desativar meu Twitter fazer outro só assim vou ter privacidade ✌😘,✌(1)😘(1),Não-PRU,,,Twitter for Android
1402,Fri May 03 00:31:20 +0000 2019,1124109147371442177,"{User} {User} Aí ele te dar Block e vc vai no twitter dizer o ""Bolso😤 me bloqueio 😢😢 porque não gost… {URL}",😤(1)😢(2),Não-PRU,,,Twitter Web App
1403,Thu May 02 18:30:27 +0000 2019,1124018328530497542,Mais um dos motivos que eu amo o twitter: conseguir administrar várias contas facilmente 💚,💚(1),PRU,Elogio,Positiva,Twitter for Android
1404,Mon Apr 29 04:41:01 +0000 2019,1122722432438157312,por um momento a esperança do twitter ter devolvido meus mutuals voltou de novo 😪 {URL},😪(1),Não-PRU,,,Twitter for Android
1405,Mon May 06 21:05:23 +0000 2019,1125506868967821313,"{User} Tá muito ativa no Twitter, apoio fazer valorizada aqui, tem menos gente, aí fico com mais chances de ser notada 😂😂",😂(2),Não-PRU,,,Twitter for Android
1406,Thu May 09 05:46:10 +0000 2019,1126362704049000448,"Só falta agora o {User} colocar a função ""editar tweet"" 🤗",🤗(1),PRU,Sugestão,Neutra,Twitter for iPhone
1407,Thu May 09 01:11:18 +0000 2019,1126293531637813254,UMA BOA HORA PARA O TWITTER QUERER TIRAR ONDA COM A MINHA CARA🤦‍♀️#ListenRetrogradeNow,🤦(1)♀(1),Não-PRU,,,Twitter for Android
1408,Wed May 08 18:24:34 +0000 2019,1126191177353629701,{User} Foi na barra de buscas do Twitter ver sobre Lúcifer né ? 😁😂😂😂,😁(1)😂(3),Não-PRU,,,Twitter for iPhone
1409,Wed May 08 16:56:51 +0000 2019,1126169102895259648,quero ver meu twitter ficar feio agora 🤙🏻 {URL},🤙(1),Não-PRU,,,Twitter for iPhone
1410,Wed May 08 12:35:37 +0000 2019,1126103358836813829,{User} Sempre que eu não jogo tu vens ao twitter dizer que jogaste bem. Starting to achar que o problema sou eu 🤔,🤔(1),Não-PRU,,,Twitter for Android
1411,Wed May 08 11:50:52 +0000 2019,1126092099273809920,"Wpp podia ser igual Facebook , Twitter, ter login  e senha , quem estivesse entrava .  😄",😄(1),Não-PRU,,,Twitter for Android
1412,Wed May 08 01:48:45 +0000 2019,1125940570004832256,Eh Renan mas n vai adiantar nada vc vir falar disso aq no twitter ficar 30min vendo a tl e deixar as coisas lá 😘,😘(1),Não-PRU,,,Twitter for Android
1413,Sat May 11 17:22:16 +0000 2019,1127262661907972097,Alguém tira esse pessoal do Facebook daqui do Twitter tão estragando a melhor rede social que tem 😑,😑(1),Não-PRU,,,Twitter for Android
1414,Sat May 11 15:50:37 +0000 2019,1127239597266755585,"Entrei no twitter porque os meus amigos falaram que eu preciso dar o ar da graça aqui, e desfilar com o meu deboche 😉",😉(1),Não-PRU,,,Twitter for Android
1415,Sat May 11 15:18:55 +0000 2019,1127231617364262912,{User} {User} Ahhh... O Twitter... Tão democrático.... 🤗,🤗(1),Não-PRU,,,Twitter for Android
1416,Sat May 11 13:18:51 +0000 2019,1127201402563059713,{User} {User} {User} {User} Aqui ó lance seus trabalhos artísticos aqui👉{URL},👉(1),Não-PRU,,,Twitter for Android
1417,Sat May 11 12:52:26 +0000 2019,1127194754738003968,{User} você não me respeita nem twitter mais... ✋🏻🥺✋🏻🥺,✋(2),Não-PRU,,,Twitter for iPhone
1418,Sat May 11 12:14:24 +0000 2019,1127185183889874944,Internet do meu celular está maluca funciona Facebook Twitter mais não funciona Whatsapp 🤔,🤔(1),Não-PRU,,,Twitter for Android
1419,Sat May 11 12:12:47 +0000 2019,1127184777264730112,Posta Foto Sensual no Twitter Mais Fudendo Parece Uma Estátua.😅😂😂,😅(1)😂(2),Não-PRU,,,Twitter for Android
1420,Sat May 11 08:25:01 +0000 2019,1127127456060727296,Estou Avistando Varios Novinhos  Do Meu Twitter Aqui No Baile Do St {User}  {User} 😌😏😏,😌(1)😏(2),Não-PRU,,,Twitter Web Client
1421,Sat May 11 07:47:38 +0000 2019,1127118048161423360,"{User} E descobri um bug no Twitter, porque nem me lembrava que tinha aquela conta bloqueada e tentei tirar e não sai 😂",😂(1),Não-PRU,,,Twitter for Android
1422,Sat May 11 03:39:56 +0000 2019,1127055715670142976,"Meu twitter mais uma vez só da Myrela falando sobre o ""Incrível time dela"" pqp 😂😂😂",😂(3),Não-PRU,,,Twitter for Android
1423,Sat May 11 02:19:01 +0000 2019,1127035350919127040,"nesse twitter aqui só vai ter ódio se alguém quiser algo diferente disso fala no zap q eu prometo ser sincero 🤘🏽 aqui não, a regra eh o ódio",🤘(1),Não-PRU,,,Twitter for iPhone
1424,Sat May 11 01:46:27 +0000 2019,1127027154787741696,Até eu fazer esse Twitter ficar legal igual o outro 😩,😩(1),Não-PRU,,,Twitter for Android
1425,Fri May 10 23:28:54 +0000 2019,1126992541214232576,🔞🔞🔞ATENCÃO🔞🔞🔞Venho por meio deste divulgar a presença do possuidor da barba mais hidratada de Belém… {URL},🔞(6),Não-PRU,,,Twitter for Android
1426,Fri May 10 23:28:21 +0000 2019,1126992401074200576,"Garoto ,,,não acho certo vc responder ao Twitter mais errado , seu pai concordar com vc ! 👎👎 Meu desprezo,,,, Boa N… {URL}",👎(2),Não-PRU,,,Twitter for iPhone
1427,Fri May 10 23:18:08 +0000 2019,1126989828132937729,"só porque dizes que não crio twitter, aqui criei 😂💖um obrigada a ti 🤞💯 palavras 💞 {URL}",😂(1)💖(1)🤞(1)💯(1)💞(1),Não-PRU,,,Twitter for Android
1428,Fri May 10 22:19:04 +0000 2019,1126974965163745280,É só entrar nessa merda de Twitter aqui q eu me estresso 😡,😡(1),PRU,Crítica,Negativa,Twitter for iPhone
1429,Fri May 10 19:38:09 +0000 2019,1126934467925430277,{User} Eu vi hahaha. Já quero muito ❤ Inclusive repostei esse twitter mais cedo 😍,❤(1)😍(1),Não-PRU,,,Twitter for Android
1430,Fri May 10 11:23:20 +0000 2019,1126809946136436736,"A irmã de vocês coloca a contagem regressiva do aniversário de vocês no @ do twitter, porque a minha sim{User} 💞",💞(1),Não-PRU,,,Twitter for Android
1431,Fri May 10 10:18:44 +0000 2019,1126793686766039040,{User} {User} Este Twitter do Sarmento é só o Twitter mais útil para quem segue política em Portugal 🤣🤣,🤣(2),Não-PRU,,,Twitter for Android
1432,Fri May 10 10:06:57 +0000 2019,1126790723087605761,Dia do Twitter ficar fofo com um monte de balãozinho subindo ❤️,❤(1),PRU,Elogio,Positiva,Twitter for iPhone
1433,Fri May 10 09:52:36 +0000 2019,1126787110508351488,{User} Que lindos. ❤Só estou acompanhando eles pelo Twitter porque não tenho mais paciência com Reality Show… {URL},❤(1),Não-PRU,,,Twitter for Android
1434,Fri May 10 04:11:57 +0000 2019,1126701381467815937,"Ainda bem que {User} tem twitter, aqui pelo menos consigo traduzir as coisas que ele fala 😂",😂(1),Não-PRU,,,Twitter for Android
1435,Fri May 10 03:53:46 +0000 2019,1126696805863845891,meu twitter tao tudo carente 😂,😂(1),Não-PRU,,,Twitter for Android
1436,Fri May 10 02:10:33 +0000 2019,1126670830560272384,"🐦- Acho que eu deveria ficar um pouco longe do twitter, aqui é realmente muito toxico...Mais eu não consigo, eu…… {URL}",🐦(1),Não-PRU,,,Twitter for Device not cataloged
1437,Fri May 10 02:02:29 +0000 2019,1126668801100197888,eu to assim 👌 pra excluir meu instagram e meu twitter porque isso tá me fazendo muito mal e o melhor que eu fico re… {URL},👌(1),PRU,Crítica,Negativa,Twitter Web Client
1438,Fri May 10 02:00:33 +0000 2019,1126668316511281152,esses ensaios do meu Twitter tão lindos de mãe e filha nossa tô apaixonada nessas ftos 😍,😍(1),Não-PRU,,,Twitter for Android
1439,Fri May 10 01:01:25 +0000 2019,1126653435632332801,o pessoal daqui é muito insensível desativando twitter aqui👍🤠,👍(1)🤠(1),Não-PRU,,,Twitter for iPhone
1440,Thu May 09 22:55:53 +0000 2019,1126621843518103552,Ahh pronto o {User} posta Lomotif novo e só da ele no meu Twitter mais uma vez (não q eu esteja achando ruim)🤷🏻‍♀️😍,🤷(1)♀(1)😍(1),Não-PRU,,,Twitter for iPhone
1441,Thu May 09 22:00:36 +0000 2019,1126607928759324673,"Fazia tempo que eu não via esse Twitter tão animado, tem gente saindo da tumba rsrs... Gleigner sabe como ressuscitar o povo rsrs 🤩",🤩(1),Não-PRU,,,Twitter for iPhone
1442,Thu May 09 18:08:10 +0000 2019,1126549435058728960,{User} {User} 😂😂😂Meus amigos não usam Twitter porque paaa 😂,😂(4),Não-PRU,,,Twitter for Android
1443,Thu May 09 17:43:54 +0000 2019,1126543329339084800,Guys sei que estou sumido do Twitter mais assim todo dia estou fazendo live então cola lá 🖤,🖤(1),Não-PRU,,,Twitter for iPhone
1444,Thu May 09 16:36:58 +0000 2019,1126526482879266821,Hoje é aniversário do cara mais chato do Twitter mais é meu irmão 💖 kķkk,💖(1),Não-PRU,,,Twitter for Android
1445,Thu May 09 15:27:31 +0000 2019,1126509009270218753,Nem vejo graça em twitter mais 😴,😴(1),PRU,Crítica,Negativa,Twitter Web Client
1446,Thu May 09 14:04:27 +0000 2019,1126488103127060481,Só coloquei a Any separada porque queria botar a mensagem em português 😊😊❤Porém o recado abaixo é válido para esse… {URL},😊(2)❤(1),Não-PRU,,,Twitter for Android
1447,Thu May 09 13:42:31 +0000 2019,1126482584010149890,Amigas eu achei meu antigo twitter (mais antigo do que esse) e só vou usar ele agora ✨✨✨ follow me,✨(3),Não-PRU,,,Twitter for iPhone
1448,Thu May 09 11:00:18 +0000 2019,1126441761281384449,nossa que preguiça desse twitter ficar mostrando coisa antiga 🤦🏼‍♀️,🤦(1)♀(1),PRU,Crítica,Negativa,Twitter for iPhone
1449,Thu May 09 08:26:07 +0000 2019,1126402957145255936,Um dos gatos da {User} vendo se ela vai estudar mesmo ou se vai ficar de gracinha no Twitter mais uma noite 🤣🤣… {URL},🤣(2),Não-PRU,,,Twitter for Android
1450,Thu May 09 07:55:41 +0000 2019,1126395298639691776,{User} ela é muito sem graça tava vendo meu twitter aqui ela não me segue vou de seguir ela parei de se fã dela 🤦🏾‍♀ 😂😂😂😂😂😂,🤦(1)♀(1)😂(6),Não-PRU,,,Twitter Web App
1451,Thu May 09 01:58:19 +0000 2019,1126305363345670152,{User} Ooooooooi meu twitter aqui 😂😂😂,😂(3),Não-PRU,,,Twitter for Android
1452,Thu May 09 01:21:25 +0000 2019,1126296078293319683,{User} a mulher mais linda fo meu twitter aqui... ai papai que sorte 🙈🙈😍,🙈(2)😍(1),Não-PRU,,,Twitter for iPhone
1453,Thu May 09 01:12:14 +0000 2019,1126293767554781184,{User} então mexe no twitter mais ae irmão👍não eh só isso não k,👍(1),Não-PRU,,,Twitter for Android
1454,Thu May 09 00:27:49 +0000 2019,1126282590233812995,é pecado achar o Twitter mais interessante que uma missa de formatura que estou nesse exato momento?! #perdoaDeus 🕊,🕊(1),Não-PRU,,,Twitter for iPhone
1455,Thu May 09 00:05:28 +0000 2019,1126276965743452165,"limpei meu twitter porque tinha besteira e coisas que eu não deveria ter dito, ou falado! 😄",😄(1),Não-PRU,,,Twitter Web Client
1456,Wed May 08 23:21:53 +0000 2019,1126265998326280193,espaco pra vcs compartilharem os twitter mais legais que vcs seguem 👇,👇(1),Não-PRU,,,Twitter for Android
1457,Wed May 08 22:59:41 +0000 2019,1126260410615726082,Eu nem sei o que Twitter mais 😂 #premiosmtvmiaw #MTVBRKARAOKEJENIFER,😂(1),Não-PRU,,,Twitter for iPhone
1458,Wed May 08 22:39:01 +0000 2019,1126255208672178178,{User} minha notificações do twitter tão desligadas 😔,😔(1),Não-PRU,,,Twitter for Android
1459,Wed May 08 19:17:10 +0000 2019,1126204412299497474,{User} Twitter mais sensato que li ☕️,☕(1),Não-PRU,,,Twitter for iPhone
1460,Wed May 08 18:44:12 +0000 2019,1126196117438377984,Depois que fiz o twitter mal mexo no Facebook. As vezes até esqueço. 🙄🤨,🙄(1)🤨(1),PRU,Comparação,Positiva,Twitter for Android
1461,Wed May 08 16:38:09 +0000 2019,1126164392930942977,Alguém me manda a brincadeira do Twitter porque eu não estou curtindo atoa galera 😹,😹(1),Não-PRU,,,Twitter for iPhone
1462,Wed May 08 16:32:25 +0000 2019,1126162950664990725,aparentemente não pode mais trocar o icon do twitter porque segundo os Psicológicos Online™ se você já trocou mais… {URL},™(1),Não-PRU,,,Twitter for Android
1463,Wed May 08 13:32:50 +0000 2019,1126117760289976320,{User} Por isso é que estamos a escrever no Twitter porque é mais difícil 😂,😂(1),Não-PRU,,,Twitter for iPhone
1464,Wed May 08 11:35:53 +0000 2019,1126088328552636417,"Resolvi seguir Olavo de Carvalho aqui no Twitter, porque, sério, parece Twitter de comediante. 😂",😂(1),Não-PRU,,,Twitter for Android
1465,Wed May 08 11:11:54 +0000 2019,1126082290310946816,{User} A conta de Twitter mais falsa que existe...à imagem do varandas...11k de seguidores...fantasmas 😂😅🤣 ba… {URL},😂(1)😅(1)🤣(1),Não-PRU,,,Twitter for Android
1466,Wed May 08 08:08:46 +0000 2019,1126036206230351872,"Ainda bem que eu tenho twitter, aqui eu posso expressar tudo que eu sinto 🙌🏼",🙌(1),PRU,Elogio,Positiva,Twitter for Android
1467,Wed May 08 05:31:10 +0000 2019,1125996542891106304,"{User} Não fala isso, é twitter aqui... Pessoas vão andar a a experimentar 🤦🏾",🤦(1),Não-PRU,,,Twitter for Android
1468,Wed May 08 03:46:24 +0000 2019,1125970175948468224,{User} O Twitter mais lindo e amoroso q li hoje❤️❤️❤️❤️❤️depois de uns dois dias de tensão 👏🏽👏🏽👏🏽👏🏽vc nos cha… {URL},❤(5)👏(4),Não-PRU,,,Twitter for iPhone
1469,Wed May 08 01:28:43 +0000 2019,1125935528581509122,Ôooo...Que fofoo! O Twitter tão tão Facebook lembrando que completo mais 1 ano nessa bagaceira digital.😂… {URL},😂(1),PRU,Comparação,Positiva,Twitter for Android
1470,Wed May 08 00:19:33 +0000 2019,1125918120768692224,"Emocionada com o messenger 🤧🤧🤧 não sei se ja tem muito tempo isso, mas nao interessa q so agora descobri q dá para… {URL}",🤧(3),Não-PRU,,,Twitter for Android
1471,Tue May 07 22:58:02 +0000 2019,1125897606356508672,"não se pode falar mais nada nesse twitter porque qualquer coisa as pessoas vem problematizar, até o que você corrigiu depois 👍",👍(1),Não-PRU,,,Twitter Web Client
1472,Tue May 07 22:55:32 +0000 2019,1125896979400265730,"Oi twitter , mais um 🍪🍪🍪 {URL}",🍪(3),Não-PRU,,,Twitter for iPhone
1473,Tue May 07 22:37:59 +0000 2019,1125892563813240832,Acabei de ver um delicinha do twitter aqui no Shopping 🤭🥰🤤,🤭(1)🤤(1),Não-PRU,,,Twitter for Android
1474,Tue May 07 20:53:56 +0000 2019,1125866378282655744,Seria bom a {User} voltar a usar o {User} porque consta como morta no planeta Terra 👻. E morte é estrela ✨,👻(1)✨(1),Não-PRU,,,Twitter for iPhone
1475,Tue May 07 18:44:18 +0000 2019,1125833751634894848,"Já tem um mês que to cm esse Twitter aqui, acho que já tá na hora de mexer nele né kk 🙄",🙄(1),Não-PRU,,,Twitter for iPhone
1476,Tue May 07 17:42:04 +0000 2019,1125818092771319809,"EU AMO O TWITTER, porque é falo sozinho e é como se eu tivesse falando com um melhor amigo 😍",😍(1),PRU,Elogio,Positiva,Twitter for iPhone
1477,Tue May 07 16:14:55 +0000 2019,1125796159220531203,Só pra deixar o meu Twitter mais bonito 😍 {URL},😍(1),Não-PRU,,,Twitter for iPhone
